SensorID,Timestamp,Temperature,Event,Alarm
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:00:00,6.576459422399571,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:05:00,3.5085500370109655,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:10:00,11.99167547109404,fire,Yes
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:15:00,7.006808617911972,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:20:00,2.7165428179279183,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:25:00,7.135177710026771,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:30:00,9.86501515677674,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:35:00,1.4185777640974753,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:40:00,8.731736613980274,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:45:00,1.704873260580484,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:50:00,17.964827635882884,cleaning,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 10:55:00,23.245825364577797,cleaning,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:00:00,2.5587248592708325,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:05:00,9.133353409641732,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:10:00,2.5183267041968445,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:15:00,4.454447671923203,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:20:00,4.306298535940504,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:25:00,29.468345269357556,cleaning,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:30:00,25.308375559474236,door opening,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:35:00,9.647951472004946,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:40:00,8.380185681758618,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:45:00,8.505003119860902,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:50:00,25.27307367405328,power outage,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 11:55:00,5.67168353902302,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:00:00,8.714045946598365,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:05:00,5.867356378347421,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:10:00,1.4914849010834355,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:15:00,5.365711556745887,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:20:00,11.802608551730543,door opening,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:25:00,5.4532266597781,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:30:00,2.34461460853466,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:35:00,7.429034102603133,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:40:00,1.7220400538470229,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:45:00,4.483374832161077,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:50:00,6.2243930111010375,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 12:55:00,4.793300311880146,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:00:00,8.122124691633562,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:05:00,1.867146249393582,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:10:00,2.3745817282751673,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:15:00,7.823022545270188,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:20:00,3.3320489177055608,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:25:00,1.0247072534586987,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:30:00,6.849380185663511,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:35:00,17.882403964073376,cleaning,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:40:00,6.856984281439482,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:45:00,9.885655501552568,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:50:00,2.5012970018017917,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 13:55:00,2.1660728266433478,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:00:00,3.6014485029695407,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:05:00,8.958160283582542,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:10:00,1.0736486523286384,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:15:00,5.116416622462385,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:20:00,3.5999834045455463,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:25:00,6.188199505248751,Normal,No
3fec92de-68e4-4bd5-b5a5-f83bd368e6e9,2024-09-11 14:30:00,7.35598539622158,Normal,No
