SensorID,Timestamp,Temperature,Event,Alarm
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:00:00,9.238306121098146,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:05:00,16.091370872396908,loading/unloading,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:10:00,6.170267435424973,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:15:00,3.0580968561872375,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:20:00,2.1152562337397605,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:25:00,5.159014827692454,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:30:00,3.8885949910609243,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:35:00,3.287032476018362,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:40:00,9.187096982456003,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:45:00,9.157091945949064,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:50:00,16.538212065195463,fire,Yes
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 10:55:00,1.6257956414990438,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:00:00,5.846264442017461,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:05:00,3.8744204516474676,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:10:00,20.58018935372816,cleaning,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:15:00,26.314106483129997,loading/unloading,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:20:00,2.5896799350434456,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:25:00,6.419545337927832,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:30:00,20.777675588277752,loading/unloading,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:35:00,4.5287780826217965,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:40:00,9.301496444069953,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:45:00,2.9919589807092435,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:50:00,9.638586553939808,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 11:55:00,9.751834828362203,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:00:00,9.066050364971137,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:05:00,9.647731143061582,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:10:00,6.838771324466678,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:15:00,2.5301589671921354,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:20:00,8.978369727439134,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:25:00,7.2945704667243865,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:30:00,23.712277461967265,loading/unloading,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:35:00,7.693953522066035,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:40:00,2.411903570445807,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:45:00,18.661460039267702,fire,Yes
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:50:00,6.105145884495972,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 12:55:00,7.4558152893768055,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:00:00,6.830073187229882,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:05:00,2.965340957799968,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:10:00,9.472874608952761,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:15:00,2.0156268933455332,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:20:00,7.59520448881679,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:25:00,6.769390691367452,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:30:00,7.569254357572212,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:35:00,8.886245772956826,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:40:00,1.4756804593706203,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:45:00,21.243072847473293,power outage,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:50:00,13.582228782153361,door opening,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 13:55:00,5.387689992337894,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:00:00,9.146847181089987,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:05:00,4.116282504035855,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:10:00,8.653481285149166,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:15:00,1.182146521302868,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:20:00,6.422136058875657,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:25:00,20.04576645942034,cleaning,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:30:00,4.236216616643388,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:35:00,5.9416418638341995,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:40:00,1.9535838320516201,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:45:00,6.352635048682233,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:50:00,6.799976026522303,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 14:55:00,2.221284729748661,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 15:00:00,5.133100070453303,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 15:05:00,6.439110076853578,Normal,No
7beb2700-d38f-4f92-9a25-b1c991a55b0a,2024-09-11 15:10:00,1.332336183744812,Normal,No
