SensorID,Timestamp,Longitude,Latitude,Temperature,Company
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:00:00,53.92763759835036,23.39941979973622,8.474453236461068,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:05:00,55.2755391529508,25.230142639576254,18.455578709279088,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:10:00,55.420988386505584,23.665394649550805,12.71520923888584,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:15:00,54.14803844316935,23.098751466703654,-0.8782204954090655,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:20:00,55.62391315141665,24.686756488309662,6.145644248317282,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:25:00,53.836010843485305,23.603972529075048,4.37221685636173,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:30:00,53.63067327326666,23.850323594831092,3.627821994552777,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:35:00,53.21319866373803,24.066960988987006,3.575934246449382,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:40:00,52.90278644439385,23.798873449396854,7.567063593839725,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:45:00,55.34324046328656,25.269316695150987,-5.859938983549206,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:50:00,51.82650316436027,24.081030438708524,9.037481819893591,GreenHarvest
519013cd-8fe8-4330-81c2-4c372bc37aed,2024-09-02 14:55:00,54.52029113180105,24.242379665434285,6.651890326857186,GreenHarvest
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:00:00,54.16813847172283,23.191235512048554,2.8569175731878653,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:05:00,55.82463262288678,25.182900369621727,4.99550782922174,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:10:00,52.437740384546935,23.143982100448685,5.096330703795696,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:15:00,54.25617723593447,24.01795521870074,16.86272008835339,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:20:00,52.46049253721733,24.11088979750178,8.951566887245402,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:25:00,54.1283925474879,23.807600645325667,1.8532973717740489,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:30:00,55.07564260385294,22.68386605747727,2.3695768641188057,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:35:00,56.24875820846459,25.03542702814766,8.99611943854335,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:40:00,55.468477685858055,24.157314980551984,3.228875690504827,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:45:00,52.727374655604734,24.03830206776651,8.210542783483948,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:50:00,53.18013901400238,23.449930569821284,7.741626328684934,PureOrganics
cc025eb1-c10f-4e97-a82e-807dec4e6cd7,2024-09-02 14:55:00,53.66071819859433,23.628876859223475,6.634242459553331,PureOrganics
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:00:00,54.923480643872395,22.920128115593787,2.646169468144495,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:05:00,52.65273605283374,23.148877234010662,14.093163522575315,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:10:00,54.94460189776266,23.587164671159194,9.654763142855158,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:15:00,54.69112193596604,24.441376434883903,2.9772869497884846,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:20:00,54.205851654674305,23.999862799862626,1.5590895683625898,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:25:00,54.9545155221866,23.52696395653707,7.566708847741721,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:30:00,54.102871036643464,23.499877373636775,2.7503581297373083,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:35:00,55.063610990751386,23.51047920446431,9.466885543743839,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:40:00,52.81561404925841,22.895755473458667,1.383759498861897,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:45:00,54.68743037547186,23.031910883098206,3.376392332004938,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:50:00,55.692926393197595,24.707714312027022,1.5515832991047787,FreshDelight
a2b1fbc5-e32a-4ba9-aa7c-1c27849bf159,2024-09-02 14:55:00,56.330054131362964,25.38678542850943,8.783533963792085,FreshDelight
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:00:00,53.82948828127724,22.998497999309695,8.67529451709325,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:05:00,56.21312615308659,25.532305893326896,7.466593448775329,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:10:00,53.245117749318155,23.203540827431762,3.777965300923073,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:15:00,54.49256811183176,23.453750774212057,7.560433413652802,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:20:00,56.20398240093805,26.009193691258837,-7.387232588786739,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:25:00,52.952546745182474,24.026125801829448,2.5407623849925693,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:30:00,55.0251652597151,24.760277828412324,4.059105407294331,FarmFoods
b7b8f155-7479-4f96-8193-a9e017381a7a,2024-09-02 14:35:00,52.32731428213576,23.655586762735194,5.025185337187935,FarmFoods
